file,l-rmsd,i-rmsd,fnat,criteria
./swarm_50/lightdock_32.pdb,5.211050277605874,3.3807722107086655,0.9575927658247584,acceptable
./swarm_10/lightdock_36.pdb,23.210569746424316,14.44451343744662,0.9563454942313688,incorrect
./swarm_58/lightdock_171.pdb,1.7256605834126266,1.2862689721710572,0.9688182101652635,medium
./swarm_10/lightdock_1.pdb,13.460221602066442,8.857530764541584,0.9563454942313688,incorrect
./swarm_3/lightdock_2.pdb,19.06221808551759,12.559281974175706,0.9588400374181478,incorrect
./swarm_20/lightdock_157.pdb,22.424249423564074,12.425446378410735,0.9563454942313688,incorrect
./swarm_3/lightdock_157.pdb,2.0963247936873066,1.4890576664189137,0.9713127533520424,medium
./swarm_43/lightdock_30.pdb,17.744287618344277,11.861079817526216,0.9563454942313688,incorrect
./swarm_19/lightdock_153.pdb,15.086599307241574,9.386065758525623,0.9563454942313688,incorrect
./swarm_28/lightdock_70.pdb,17.922503156600897,12.121105530160468,0.9563454942313688,incorrect
./swarm_58/lightdock_10.pdb,6.340213812913043,4.61428749747074,0.9563454942313688,acceptable
./swarm_10/lightdock_142.pdb,18.429255327840846,10.18451217394756,0.9575927658247584,incorrect
./swarm_28/lightdock_60.pdb,16.89804596405719,9.822902552453069,0.9563454942313688,incorrect
./swarm_3/lightdock_183.pdb,18.797103608933025,11.038583878961592,0.9563454942313688,incorrect
./swarm_50/lightdock_161.pdb,15.921506236929005,10.11084630049109,0.9563454942313688,incorrect
./swarm_20/lightdock_167.pdb,15.839621107687167,8.183636316940143,0.9563454942313688,incorrect
./swarm_3/lightdock_100.pdb,20.558906797933776,12.986959308874928,0.9563454942313688,incorrect
./swarm_45/lightdock_186.pdb,19.054881166935797,12.608287500152667,0.9563454942313688,incorrect
./swarm_30/lightdock_32.pdb,15.001828037641845,10.149630284412497,0.9563454942313688,incorrect
./swarm_53/lightdock_121.pdb,22.248869048237598,14.88367673687083,0.9563454942313688,incorrect
./swarm_45/lightdock_79.pdb,14.87934343983736,9.534801845141056,0.9563454942313688,incorrect
./swarm_59/lightdock_38.pdb,19.336907680631622,11.647533356909548,0.9563454942313688,incorrect
./swarm_43/lightdock_18.pdb,16.05351417085768,10.157701290846328,0.9563454942313688,incorrect
./swarm_20/lightdock_16.pdb,3.3928485141095317,1.4060428833226772,0.974430932335516,medium
./swarm_28/lightdock_79.pdb,23.679361630315523,13.84559339705405,0.9563454942313688,incorrect
